negocio	texto	estrellas	estilo
Bar de carretera	El dueño me miró como si le debiera dinero de una vida anterior. Luego me puso unos huevos rotos que me hicieron olvidar mi propio nombre.	4	sarcástico
Cervecería	Vaya panda de incompetentes. Se equivocaron tres veces con la misma comanda. Desesperante.	1	coloquial
Bar de carretera	Los calamares tenían una textura tan gomosa que estuve masticando uno desde Cuenca hasta Albacete. Entretenimiento para todo el viaje.	1	sarcástico
Bar de carretera	Personal trabajador, comida honesta.	4	breve
Mesón	Se me cayó la cartera bajo la mesa y no me di cuenta hasta llegar al hotel. Me llamaron ellos antes de que yo lo supiera.	5	anecdótico
Mesón	Iluminación algo tenue pero acorde al ambiente del local.	4	neutral
Mesón	Vajilla tradicional de barro que mantiene bien el calor.	4	neutral
Restaurante	Servicio de sala correcto, pero el ritmo de los camareros resultaba algo intrusivo.	3	constructivo
Pub	Vinimos buscando el cóctel de la casa que vimos en redes, pero resulta que el chico que lo hacía ya no trabaja allí.	3	anecdótico
Restaurante	Personal amable, pero hubo descoordinación y nos preguntaron tres veces por la bebida.	3	constructivo
Bar	Raciones generosas.	5	breve
Bar de carretera	Un lugar ideal para los amantes del silencio, básicamente porque el personal no te dirige la palabra ni para decirte el precio. El bocadillo de lomo, al menos, existía.	3	sarcástico
Cervecería	Muy buen ambiente de barrio, aunque le vendría bien una reformita.	4	coloquial
Pub	El mejor ambiente.	5	breve
Cervecería	Vaya clavada por cuatro cervezas del montón. No nos ven más el pelo.	2	coloquial
Cafetería	El mejor café de especialidad de la ciudad.	5	breve
Cervecería	Atmósfera de taberna moderna con un rigor profesional muy de agradecer en el sector.	4	formal
Restaurante	Alta cocina con raíces. Sería genial ver más protagonismo de los vinos locales en la carta corta.	5	constructivo
Mesón	Las migas estaban tan secas que el desierto del Sáhara parece un parque acuático en comparación.	1	sarcástico
Cafetería	Buen servicio en general, sin quejas.	4	breve
Cervecería	Mobiliario funcional pero poco ergonómico. La atención fue correcta aunque distante.	3	formal
Cervecería	Variedad de grifos muy chula, aunque faltaba justo la que quería probar.	4	coloquial
Cervecería	Atención rápida y eficaz. El precio de las raciones es acorde a la calidad ofrecida.	4	formal
Pub	Ni bien ni mal.	3	breve
Restaurante	Instalaciones impecables pero el menú degustación carece de un hilo conductor claro.	3	formal
Cervecería	El dueño nos contó que él mismo viaja para seleccionar los barriles. Se nota ese amor por el producto en cada trago que das.	5	anecdótico
Bar de carretera	Bocadillos recién hechos. ¡Buenísimos!	5	breve
Pub	Hacía mucho que no iba y me sorprendió el cambio de luces, pero el humo de la máquina que usan era demasiado denso.	3	anecdótico
Bar de carretera	Paramos por el parking amplio, pero el interior huele mucho a fritura cerrada. La tortilla estaba algo fría por dentro.	3	crítico
Bar	Aquí se desayuna de lujo por cuatro duros, muy recomendable.	5	coloquial
Bar de carretera	¡Los mejores torreznos que he probado!	5	breve
Mesón	La fabada sabía a lata barata. Decepcionante para un sitio que presume de tradición.	1	crítico
Pub	Calidad máxima.	5	breve
Bar de carretera	Comida rica, servicio algo lento.	4	breve
Bar	En general es un sitio recomendable para un uso diario. Sin grandes lujos pero eficaz.	4	neutral
Restaurante	Gracias por la experiencia; ahora estoy buscando un segundo trabajo solo para poder venir una vez al mes.	5	sarcástico
Bar	Tiempo de espera para el cobro algo excesivo. El personal se mostró distante.	3	formal
Bar	¡Un sitio top!	5	breve
Pub	Cerveza caliente.	2	breve
Cervecería	Llevé a mi pareja para celebrar nuestro aniversario de forma informal. El sitio es chulo, pero el baño no tenía luz y tuve que entrar con la linterna del móvil. Un poco cutre el detalle.	3	anecdótico
Bar	Buenas raciones. El servicio podría ser más rápido.	4	breve
Cervecería	Para echar unas risas con los colegas es insuperable.	5	coloquial
Bar	Diligencia en la atención de mesa. Se agradecería mayor variedad en la oferta de tónicas.	4	formal
Restaurante	Atención profesional pero excesivamente mecanizada. Falta pasión en la explicación de los platos.	3	formal
Restaurante	Maridaje muy arriesgado y exitoso. Quizás un pequeño folleto explicativo del menú sería un buen recuerdo.	5	constructivo
Mesón	El camarero se dio cuenta de que mi madre no podía masticar bien y le picó la carne con un mimo que nos llegó al corazón.	5	anecdótico
Bar de carretera	¡Personal encantador y muy profesional! La comida sale caliente y sabrosa. Una experiencia genial, aunque el parking de camiones levanta algo de polvo.	4	entusiasta
Cafetería	Servicio un poco despistado pero amable.	3	breve
Bar de carretera	Mantenimiento nulo de la zona de juegos infantil. El servicio fue muy lento.	2	formal
Pub	El otro día el camarero me cobró 8 euros por una copa y hoy el mismo camarero me ha pedido 12. No vuelvo más.	2	anecdótico
Cervecería	Entramos y ni nos saludaron. Estuvieron diez minutos de charla entre ellos pasando de todo.	1	coloquial
Pub	Sin palabras.	1	breve
Bar	El zumo de naranja estaba agrio y no era natural.	1	neutral
Restaurante	Demasiada explicación para cada plato. Quiero comer, no escuchar una conferencia.	3	crítico
Restaurante	Tienen un gran producto, pero deberían renovar la carta más a menudo para sorprender.	3	constructivo
Bar de carretera	Me pusieron una tapa de paella que tenía un color radioactivo, pero sabía mejor que la de mi abuela. No juzgues un arroz por su fluorescencia.	4	sarcástico
Cervecería	El servicio es de lo más lento que he visto en mi vida. Qué desesperación.	2	coloquial
Cafetería	Un sitio de diez para merendar.	5	breve
Cervecería	El sistema de pago por QR es ágil, pero no tenían carta física para la gente mayor; conviene tener siempre un par de copias a mano.	3	constructivo
Pub	Fuimos a ver un tributo de Queen y el cantante bajó del escenario para brindar con nosotros. ¡Inolvidable!	5	anecdótico
Bar	¡Sencillamente brillante! Los precios son súper competitivos y la calidad de las copas es excelente. ¡No se puede pedir más!	5	entusiasta
Pub	Muy guay pero el aire acondicionado estaba a tope.	4	breve
Cafetería	Precios ok pero el local necesita una limpieza profunda.	3	breve
Restaurante	Decoración minimalista agradable pero el confort de las sillas es mejorable. Comida media.	3	formal
Bar de carretera	¡Fantástico! Un local muy limpio con una cocina abierta que da mucha confianza. El bocadillo de tortilla de chorizo estaba de muerte.	5	entusiasta
Bar de carretera	Oferta gastronómica convencional sin grandes pretensiones. El servicio es correcto y frío.	3	formal
Restaurante	Todo súper fresco y bien cocinado. Me encantó el carpaccio de buey. El servicio fue un poco caótico al principio, pero luego se pusieron las pilas.	4	coloquial
Bar	Buenas tapas aunque tardan un poco cuando hay gente.	4	breve
Bar	¡Un 10 para los camareros! Son súper simpáticos y hacen que la experiencia sea genial.	4	entusiasta
Restaurante	Presentaciones de gran belleza estética. La bodega es extensa y muy bien seleccionada.	4	formal
Cervecería	Me pusieron la cerveza en un vaso caliente recién salido del lavavajillas. Mal.	2	coloquial
Restaurante	Bodega impresionante. Dejaros guiar por el sumiller, sus recomendaciones fuera de carta valen la pena.	5	constructivo
Cervecería	Es el típico sitio que vive de las rentas pero ha caído en picado. Una pena de local.	1	coloquial
Pub	Vi con mis propios ojos cómo el camarero rellenaba botellas de marca con alcohol barato debajo de la barra. Un engaño total a los clientes.	1	anecdótico
Pub	¡Vaya caña de sitio! Todo el mundo tiene una sonrisa y el buen rollo se contagia.	5	entusiasta
Pub	Sitio acogedor, pero las mesas son tan pequeñas que no caben ni cuatro cervezas juntas.	3	coloquial
Restaurante	Sostenibilidad y alta gastronomía unidas con una elegancia y sabor extraordinarios.	5	formal
Bar	Es un local excesivamente pequeño y agobiante cuando hay más de cuatro personas dentro. No es cómodo.	2	crítico
Cervecería	Presencia de insectos en la zona de barra y exposición de alimentos. Falta de higiene.	2	formal
Restaurante	La técnica del ahumado en mesa le da un toque místico y delicioso a los platos de pescado.	5	entusiasta
Cervecería	Tienen una gran selección de botellas, pero muchas están caducadas. Revisar el stock es fundamental para no dar una mala experiencia.	2	constructivo
Restaurante	La atmósfera es tan sofisticada que tuve que pedirle permiso a mi propia chaqueta para sentarme.	5	sarcástico
Bar	¡Todo riquísimo!	5	breve
Pub	Buena vibra.	4	breve
Bar	¡Es el bar de siempre pero con una energía renovada! Me ha encantado volver.	4	entusiasta
Cafetería	¡Espectacular servicio! Son rápidos, amables y súper profesionales. ¡Bravo!	5	entusiasta
Mesón	No tenían la mitad de las cosas de la carta.	2	breve
Restaurante	Sofisticación en el trato y platos creativos.	4	breve
Restaurante	Propuesta culinaria arriesgada pero ejecutada con un rigor y equilibrio asombrosos.	5	formal
Bar	La tortilla de patata tiene buen sabor, pero se ve algo seca en la vitrina. Taparla mejor mantendría su jugosidad.	3	constructivo
Pub	¡Simplemente fantástico! El portero es súper educado y el staff de dentro, puro amor.	5	entusiasta
Pub	Música de siempre muy guay, pero el DJ cortaba las canciones a la mitad y nos dejaba a medias.	3	coloquial
Cervecería	Las raciones son excesivamente pequeñas para el precio que cobran. Deberían ajustar las cantidades para que el cliente no se sienta estafado.	2	constructivo
Restaurante	El sumiller realizó una labor correcta con las recomendaciones. La lubina estaba fresca y bien desespinada, cumpliendo con los estándares del local.	4	neutral
Restaurante	Platos con técnica impecable, aunque las raciones resultan algo escasas para el precio.	3	constructivo
Restaurante	La calidad del servicio ha caído drásticamente. El personal carece de formación adecuada.	1	formal
Bar de carretera	Raciones generosas y sabrosas, aunque el ruido de las máquinas tragaperras resulta bastante molesto durante la comida.	4	crítico
Cafetería	Mala organización y peor producto.	1	breve
Mesón	Excelente dominio de las cocciones en horno de leña. El lechazo presenta una textura impecable.	5	formal
Cafetería	El espacio entre mesas es insuficiente para garantizar una estancia cómoda a los usuarios.	2	neutral
Cervecería	¡Súper recomendado! Si buscas calidad, variedad y buen precio, este es tu lugar. ¡Me voy con una sonrisa de oreja a oreja!	5	entusiasta
Mesón	El pan estaba duro como una piedra. Se nota que era de hace dos días.	1	crítico
Cervecería	Ambiente joven y divertido, aunque a veces cuesta que te vean en la barra.	4	coloquial
Pub	El DJ iba a su bola total; puso tres temazos y luego media hora de muermo infumable.	2	coloquial
Cafetería	El local cumple con la normativa básica de accesibilidad para los usuarios.	3	neutral
Bar	Relación calidad-precio desfavorable. Los combinados carecen de una ejecución técnica mínima.	2	formal
Bar	¡Cinco estrellas!	5	breve
Bar	¡Las raciones son enormes! Hemos comido fenomenal y nos hemos ido súper contentos.	4	entusiasta
Bar de carretera	Trato familiar y comida de calidad.	5	breve
Cafetería	Huele mal y el café es malo.	2	breve
Bar	Las luces de neón del interior son molestas después de un rato. Parece más una discoteca barata que un bar de copas.	3	crítico
Cafetería	No merece la pena el precio.	2	breve
Cervecería	Me encanta el diseño del local, aunque los taburetes de la barra podrían tener un pequeño respaldo para ser más cómodos.	4	constructivo
Cafetería	El bizcocho de limón tenía un sabor a detergente tan logrado que mis platos salieron relucientes de mi boca.	1	sarcástico
Mesón	La oferta gastronómica es previsible. La atención fue fría pero eficiente en todo momento.	3	formal
Bar	Se negaron a facilitar la hoja de reclamaciones.	1	neutral
Cervecería	Las hamburguesas están de vicio, pero las patatas llegaron algo frías.	4	coloquial
Pub	Hacía un calor dentro que era para morirse. Se ve que el aire acondicionado está de adorno.	1	coloquial
Cafetería	Muy buena relación calidad-precio en el menú de desayuno, pero faltaría incluir una pieza de fruta.	4	constructivo
Restaurante	Tiempo de espera inasumible entre el maridaje y la llegada de los platos correspondientes.	2	formal
Restaurante	Nos cobraron un suplemento de mesa sin avisar. Un detalle rastrero para un sitio tan caro.	2	crítico
Bar	Pedimos unos calamares y estaban chiclosos. La calidad de la comida deja muchísimo que desear por lo que cobran.	2	crítico
Cervecería	Ayer probé la 'cerveza del mes' con toques de café. Fue una experiencia diferente y muy rica. El barman sabe lo que hace, aunque el ticket final nos pareció un pelín elevado.	4	anecdótico
Cafetería	La ventilación mecánica del local es perceptible pero cumple su función técnica.	3	neutral
Bar de carretera	Diligencia en la preparación de los pedidos para llevar. El ambiente es tranquilo.	4	formal
Mesón	Un trato exquisito. Se nota que le ponen cariño a todo lo que hacen.	5	coloquial
Cafetería	Todo perfecto, como siempre.	5	breve
Cafetería	El café estaba casi frío cuando llegó; deberían cuidar más la temperatura al servirlo.	3	constructivo
Bar de carretera	¡Una experiencia 10! Rapidez absoluta para los que vamos con prisa pero sin renunciar al buen sabor. ¡Volveré sin duda!	5	entusiasta
Mesón	Buena ejecución de los platos tradicionales; no obstante la acústica del local es mejorable.	4	formal
Mesón	Las croquetas son auténticas, nada de esas congeladas de ahora. El sitio necesita un lavado de cara.	4	coloquial
Cafetería	La zona de barra es espaciosa y permite el consumo rápido de forma cómoda.	4	neutral
Bar	¡Qué alegría de sitio! El pincho de tortilla es una auténtica joya, ¡está de muerte!	4	entusiasta
Bar	Las mesas de la entrada están demasiado juntas. Te sientes como si estuvieras comiendo con los desconocidos de al lado.	3	crítico
Cafetería	Personal maleducado y desganado.	1	breve
Cervecería	Tienen una pizarra muy visual, pero el tamaño de la letra es tan pequeño que desde las mesas del fondo no se ve lo que hay pinchado.	3	constructivo
Mesón	Establecimiento acogedor con una carta centrada en el producto de temporada. Muy recomendable.	5	formal
Bar de carretera	Mucho cartel publicitario y poca limpieza en los rincones. El bocadillo de jamón tenía más grasa que otra cosa.	3	crítico
Cervecería	Música chula, birra fría y buenas tapas. ¿Qué más quieres?	5	coloquial
Bar	Limpieza general del establecimiento deficiente.	2	neutral
Pub	Los mojitos están increíbles. Volveré mil veces.	5	breve
Pub	Calidad-precio bien.	4	breve
Bar de carretera	Correcto cumplimiento de los protocolos de higiene. El café es de buena calidad.	4	formal
Bar	Local excesivamente oscuro que dificulta la lectura de la carta. Calidad media.	3	formal
Bar	Tapas clásicas bien hechas.	4	breve
Restaurante	Una experiencia gastronómica que justifica plenamente el viaje y el precio.	5	neutral
Bar de carretera	Un local con tanta solera que la solera se te pega a los zapatos. Lo compensan con unos postres caseros que deberían ser ilegales.	4	sarcástico
Restaurante	Mucho diseño pero el sabor brillaba por su ausencia.	2	breve
Mesón	El cocido se sirve completo y con los tiempos de cocción adecuados.	5	neutral
Cafetería	Local con buena conexión Wi-Fi y mobiliario ergonómico para profesionales.	4	formal
Mesón	Raciones recalentadas en el microondas. Los bordes estaban secos y duros.	1	crítico
Bar	¡Un 10 en todo!	5	breve
Bar de carretera	La repostería es toda industrial y de bolsa. El café se deja beber, pero no repetiría la parada aquí.	3	crítico
Bar	Me parece fatal que el aire acondicionado funcione tan bien. Ahora fuera hace 40 grados y no quiero salir jamás de aquí.	4	sarcástico
Cervecería	La iluminación es tan escasa que no se ve ni lo que estás bebiendo. Un poco más de luz funcional en las mesas vendría bien.	2	constructivo
Bar de carretera	El aceite de la freidora tiene tanta solera que ya tiene derecho a voto en las próximas elecciones generales.	1	sarcástico
Mesón	La música de radio con anuncios rompe el encanto. Una lista de música ambiental suave encajaría mejor.	3	constructivo
Cafetería	Variedad de leches, café muy rico.	4	breve
Cafetería	Los precios son para jeques árabes, pero el servicio es para gente con una paciencia infinita. El baño estaba limpio.	2	sarcástico
Mesón	Localización privilegiada. Sin embargo el mobiliario requiere una actualización para mayor confort.	3	formal
Cafetería	Lugar deprimente y café horrible.	1	breve
Pub	¡A tope!	5	breve
Pub	Portero seco.	3	breve
Cafetería	Tostadas ricas pero tardaron bastante en servirnos.	3	breve
Cafetería	El café tenía un regusto metálico muy interesante. Quizás la cafetera sea de la época de la Revolución Industrial.	2	sarcástico
Pub	Música variada.	4	breve
Cafetería	Local ruidoso en las horas centrales del día, dificultando el trabajo o la lectura.	3	formal
Pub	Es un sitio pequeño pero con un encanto que flipas. Muy recomendable.	5	coloquial
Restaurante	La puesta en escena de los platos es pura poesía visual. Sabores equilibrados y texturas sorprendentes.	5	entusiasta
Restaurante	La carta de vinos tiene unos márgenes de beneficio abusivos. Cobrar el triple por una referencia que se encuentra fácilmente es un insulto al consumidor.	2	crítico
Cervecería	Mucha variedad aunque algunas son un poco caras.	4	breve
Cafetería	El hilo musical era una recopilación de los peores éxitos de los 80 cantados por alguien que odiaba la música.	1	sarcástico
Pub	Mucha luz, poca música y copas carísimas. Parece que estás en una sala de espera de hospital.	1	coloquial
Cervecería	La semana pasada se nos averió el coche cerca y entramos para pasar el rato. El camarero nos vio la cara de agobio y nos recomendó una rubia muy suave que nos sentó de maravilla. Lástima que no tuvieran nada dulce de postre.	4	anecdótico
Pub	Todo ok.	4	breve
Bar de carretera	El pan del bocadillo estaba congelado por el centro. Se nota que no tienen ni idea de cómo gestionar una cocina.	1	crítico
Restaurante	Comida mala y servicio peor. No tiréis vuestro dinero.	1	breve
Bar de carretera	La carne a la brasa es lo mejor del sitio. Lástima que el servicio de camareros fuera tan lento ese día concreto.	4	crítico
Bar	¡El paraíso del tardeo! No hay mejor plan que venir aquí un sábado por la tarde. ¡La energía es de otro mundo!	5	entusiasta
Pub	Calidad de los licores muy cuestionable. Sospecha de alteración del producto original.	1	formal
Restaurante	¡Sensacional! El lomo de corzo estaba en su punto exacto, una delicia para el paladar más exigente.	5	entusiasta
Restaurante	Chef con talento, pero el menú degustación tiene demasiados pases similares entre sí.	3	constructivo
Bar	El camarero nos atendió con desgana y de forma muy cortante. No dan ganas de volver con esa actitud.	2	crítico
Cervecería	Personal experto capaz de orientar al comensal con un rigor y conocimiento notables.	5	formal
Bar	¡Qué pasada de sitio! La iluminación crea un ambiente súper íntimo y acogedor. ¡Perfecto para una cita!	5	entusiasta
Cervecería	¡Me tiene enamorado! El rincón de juegos de mesa con una buena jarra de trigo es mi plan favorito. ¡No cambiéis nunca!	5	entusiasta
Bar de carretera	Me encantó que el ticket fuera un concepto abstracto; nunca llegó a materializarse. Pagas lo que el dueño decida según tu cara y el modelo de tu coche.	2	sarcástico
Bar de carretera	Las patatas fritas tenían una textura tan gomosa que estuve masticando una desde la salida hasta el siguiente peaje. Entretenimiento puro.	2	sarcástico
Restaurante	La mantelería y el menaje son de gran calidad. Los raviolis de gamba roja son excelentes, aunque la ración se siente algo escasa.	4	neutral
Bar de carretera	Ideal para practicar el estoicismo: aguantas el ruido de las tragaperras y a cambio recibes un bocadillo de calamares que es puro amor.	4	sarcástico
Cervecería	Atención de diez y la cerveza helada. ¡Mola mucho!	5	coloquial
Restaurante	La carta de aguas es un detalle de distinción. Recomiendo dejarse aconsejar según el plato.	5	constructivo
Pub	¡Pura magia nocturna! Es el lugar perfecto para desconectar y disfrutar a lo grande.	5	entusiasta
Mesón	No admiten reservas para grupos pequeños.	3	neutral
Mesón	El pan de hogaza es fresco y los embutidos son de la zona.	5	neutral
Cafetería	Ayer el zumo de naranja estaba súper dulce, se nota que es natural, pero me pusieron demasiada pulpa.	4	anecdótico
Mesón	Servilletas de papel ínfimas para comer raciones contundentes.	2	crítico
Mesón	Cero recomendable. Pésima experiencia en general.	1	breve
Bar de carretera	Rápido y riquísimo. Parada segura.	5	breve
Pub	La iluminación te deja ciego, parece que estás en un interrogatorio en vez de en un pub.	2	coloquial
Bar de carretera	La tortilla está sorprendentemente rica para un sitio que parece el escenario de una película de serie B. El camarero te ignora con una elegancia casi aristocrática.	3	sarcástico
Pub	Un pelín lento.	4	breve
Restaurante	La cocina de vanguardia no es servir comida cruda y sin sazonar. Aprended el oficio.	1	crítico
Mesón	Comida casera riquísima, pero las sillas de madera son algo duras. Unos cojines las harían más cómodas.	3	constructivo
Cervecería	Producto en condiciones higiénicas dudosas. Presencia de olores extraños en la copa.	1	formal
Bar de carretera	Baños impecables y café de diez.	5	breve
Cafetería	Muy buenas opciones de leches vegetales, pero cobran un suplemento que me parece algo excesivo.	4	constructivo
Cervecería	Fuimos por el karaoke de los jueves. Nos reímos mucho, pero los precios de las copas subieron mágicamente ese día un par de euros. No me gusta que jueguen así con el cliente.	3	anecdótico
Cervecería	El ambiente es joven y divertido, aunque vendría bien mejorar la extracción de humos de la cocina en la zona de mesas bajas.	4	constructivo
Bar	Para echarse unas risas con los colegas y tapear bien, es el sitio.	5	coloquial
Mesón	Comida casera de verdad. Raciones muy grandes.	5	breve
Restaurante	Mucho humo (literal y metafórico) para un menú degustación que se hace eterno.	3	crítico
Bar	Fuimos a ver el partido y, aunque estaba lleno, nos buscaron un hueco y nos trajeron unos torreznos de escándalo.	5	anecdótico
Pub	Todo genial.	5	breve
Bar	La tortilla es de patata natural, lo cual se agradece. El pan que ponen es del día.	4	neutral
Bar de carretera	Un sitio lúgubre, sucio y con un servicio de pena. Las mesas estaban pegajosas y llenas de migas de los clientes anteriores.	1	crítico
Cervecería	La IPA estaba pasada de fecha fijo, tenía un sabor rarísimo. Un chasco.	2	coloquial
Cervecería	Menuda clavada por una caña que sabía a rayos. Ni harto de vino me ven el pelo otra vez.	1	coloquial
Cafetería	Atención lenta, café bien tirado.	3	breve
Cafetería	Higiene de la zona de barra y vitrinas de alimentos muy comprometida. Evitar.	1	formal
Pub	Atención nula.	2	breve
Bar de carretera	Local funcional pero con una acústica algo ruidosa debido al tráfico colindante.	3	formal
Pub	Sin más. Un pub normal con precios estándar.	3	breve
Bar	Comida incomestible. Todo a la basura.	1	breve
Mesón	El local dispone de aparcamiento cercano y acceso sencillo.	5	neutral
Bar	Buena oferta de tapas frías para acompañar la consumición. Atención cordial.	4	formal
Mesón	Tiempos de espera normales para la preparación de carnes.	4	neutral
Cervecería	Mucho ruido para un local tan pequeño. Quizás poner algunos paneles acústicos ayudaría a que las conversaciones no se vuelvan gritos.	2	constructivo
Mesón	El camarero nos tiró los cubiertos sobre la mesa con una elegancia digna de un lanzador de cuchillos de circo.	1	sarcástico
Cafetería	¡Qué energía tan bonita se respira! ¡Es imposible no salir de aquí feliz!	5	entusiasta
Cafetería	Las tostadas se sirven con ingredientes frescos y la presentación es adecuada.	5	neutral
Cafetería	Servicio mejorable, café aceptable.	3	breve
Restaurante	El chef salió a gritar a un camarero en medio del salón. Una escena bochornosa.	1	crítico
Cafetería	Café espectacular y local moderno.	5	breve
Bar de carretera	Bien para una parada rápida pero nada especial.	3	breve
Restaurante	Equilibrio de sabores magistral. Como sugerencia, las sillas del reservado podrían ser algo más ergonómicas.	5	constructivo
Mesón	Trato grosero al preguntar por los ingredientes de un plato.	2	crítico
Restaurante	El maridaje de champagne fue correcto, pero las copas no eran las más adecuadas.	3	constructivo
Bar	Fatal todo. Me lo he pasado tan bien que ahora el resto de mi semana va a ser un aburrimiento en comparación. Gracias por el bajón.	4	sarcástico
Bar de carretera	La peor tortilla de patatas que he probado jamás. Estaba seca, fría y parecía que llevaba tres días en el mostrador.	1	crítico
Pub	Muy caro.	2	breve
Cafetería	Las raciones de los bizcochos son de tamaño estándar y el café se sirve caliente.	4	neutral
Cervecería	Copas sucias y camareros que se creen estrellas del rock. Qué pereza.	2	coloquial
Pub	La música está guay, pero a un volumen que tienes que hablar por señas con el de al lado.	3	coloquial
Cafetería	Zumo algo aguado, café rico.	3	breve
Cafetería	El otro día probé el café frío con tónica y me encantó, pero el vaso estaba demasiado lleno de hielo.	4	anecdótico
Cervecería	Nos pusieron unas bravas que eran puro aceite rancio. Casi acabamos en el hospital, fatal.	1	coloquial
Cervecería	La ubicación es genial, pero la limpieza de los baños a media tarde deja que desear. Una revisión más frecuente ayudaría mucho.	3	constructivo
Bar	Qué buena mano tienen en la cocina, todo está rico rico.	5	coloquial
Pub	Bebidas normales. El local es algo pequeño.	3	breve
Bar de carretera	Carne dura como piedra. Mal.	1	breve
Mesón	La fabada sabía a lata y no a guiso tradicional.	2	crítico
Mesón	El pan estaba tan tierno que podrías usarlo perfectamente como martillo para reformar el local.	2	sarcástico
Restaurante	Gran producto aunque la espera fue excesiva.	4	breve
Cervecería	Las sillas estaban rotas y el local medio en ruinas. Una dejadez absoluta por parte del dueño.	1	coloquial
Bar	Agradable para una caña.	4	breve
Bar de carretera	¡Increíble descubrimiento! La tarta de queso es casera y está de muerte. El personal es súper atento y servicial.	5	entusiasta
Pub	El DJ puso un par de temazos, pero el resto de la noche fue bastante olvidable.	3	coloquial
Restaurante	Servicio de pan y aceites muy cuidado. El lomo de cordero estaba tierno, aunque la reducción de vino tinto ocultaba un poco el sabor de la carne.	4	neutral
Bar de carretera	Excelente gestión del parking y un trato al cliente sumamente educado y diligente.	5	formal
Cafetería	Buen sitio para quedar, café bien.	4	breve
Cafetería	Personal desbordado y maleducado.	2	breve
Bar de carretera	Un sitio fascinante donde el tiempo se detiene, literalmente, porque la cocina no saca platos hasta que se alinean los planetas.	2	sarcástico
Mesón	La ensalada traía la lechuga un poco pasada.	2	crítico
Cafetería	Probé el café frío por primera vez aquí por consejo del staff y ahora no quiero otra cosa.	5	anecdótico
Cafetería	Té y café de calidad, local ruidoso.	4	breve
Cafetería	Café muy fuerte, atención lenta.	3	breve
Bar de carretera	¡Qué descubrimiento! La tortilla de patatas es de otro planeta y el café está riquísimo. Rapidez máxima y trato de diez, ¡volveré!	5	entusiasta
Mesón	El personal mostró una actitud poco colaboradora ante una petición sencilla de cambio de mesa.	2	formal
Bar	Buen sitio, trato familiar.	4	breve
Bar de carretera	Si te gusta que te ignoren en la barra mientras el camarero cuenta sus problemas de riñón, vas a disfrutar. La comida llega caliente y riquísima.	4	sarcástico
Cafetería	El café latte tiene un dibujo muy bonito, pero la leche estaba demasiado caliente y quemó el sabor.	4	constructivo
Cafetería	Ambiente inmejorable y café excelente.	5	breve
Cafetería	Instalaciones descuidadas y mal trato.	1	breve
Mesón	El guiso de ternera está para chuparse los dedos. Una pena que no tuvieran aire acondicionado.	4	coloquial
Cafetería	Servicio muy seco, café correcto.	3	breve
Cafetería	El azúcar y edulcorantes se encontraban apelmazados por la humedad del recipiente.	1	neutral
Cafetería	Mesas muy juntas, poco íntimo.	3	breve
Mesón	Calidad de la buena a un precio de risa. ¡Totalmente recomendable!	5	coloquial
Pub	Fuimos con un grupo grande y nos trataron con mucha paciencia, aunque se equivocaron un par de veces con las comandas.	4	anecdótico
Cafetería	La preparación del café sigue los estándares técnicos adecuados y el servicio es fluido.	5	neutral
Restaurante	Nos ofrecieron una mesa junto a la puerta que resultaba muy incómoda por las corrientes.	3	constructivo
Pub	El DJ es un fenómeno, puso una mezcla de estilos que nos tuvo a todos a tope.	5	coloquial
Bar de carretera	Parking amplio. La comida un poco insípida.	3	breve
Bar de carretera	Cobro de precios distintos a los indicados en la carta. Falta de ética comercial.	1	formal
Bar de carretera	Las servilletas son de ese papel satinado que no limpia, sino que esparce la grasa con arte. El jamón, eso sí, era jamón de verdad. Un milagro.	3	sarcástico
Cervecería	Localización céntrica que justifica el sobrecoste, aunque el servicio es algo lento.	3	formal
Cafetería	El espacio es amplio y permite mantener la distancia entre las mesas de forma correcta.	5	neutral
Cafetería	La temperatura de la bebida es adecuada, aunque la variedad de repostería es limitada.	3	neutral
Bar de carretera	¡Un descubrimiento fantástico! Comida casera de verdad a un precio muy razonable. El camarero fue majísimo, aunque el local es un poco ruidoso cuando se llena.	4	entusiasta
Mesón	Presencia de humos en el comedor que dificultan la estancia. Ventilación muy deficiente.	2	formal
Restaurante	Mucho diseño en el plato pero la materia prima no me pareció de calidad excepcional.	3	crítico
Cafetería	Me fascinó que el local estuviera a 5 grados bajo cero. Ideal para conservar el cadáver de mi paciencia mientras esperaba.	2	sarcástico
Bar de carretera	El parking está lleno de gatos que parecen los verdaderos dueños del local. La tortilla de chorizo es la mejor que he probado en ruta.	4	sarcástico
Pub	Servicio pésimo.	2	breve
Cafetería	Un desastre absoluto. El café sabía a quemado y el camarero ni siquiera se molestó en darnos los buenos días.	1	crítico
Cervecería	Las patatas fritas eran congeladas y de baja calidad. En una cervecería de este tipo se agradecería algo más artesano y cuidado.	2	constructivo
Cervecería	El vino de la casa era vinagre puro. Si la cerveza es igual, mejor no probarla.	1	coloquial
Pub	Instalaciones amplias con una decoración temática coherente y bien ejecutada. Profesional.	4	formal
Mesón	La carne estaba un poco dura y el servicio despistado.	2	breve
Restaurante	La acústica es horrible. Parecía que estábamos en una cantina y no en un sitio de lujo.	2	crítico
Restaurante	Nivel culinario alto en un ambiente selecto.	4	breve
Cafetería	El personal no atendió a los clientes en el orden de llegada provocando esperas excesivas.	1	neutral
